# Метеостанция Лондон / Сент-Джеймский парк, Великобритания, WMO_ID=3770, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=3770&lang=ru
#
"Местное время в Лондоне / Сент-Джеймском парке";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.03.2013 18:00";"7.3";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"8.8";"";"";"";"";"";"";"5.0";"1.0";"12";"";"";"";"";
"15.03.2013 15:00";"8.8";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"15.03.2013 12:00";"8.7";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"1.0";"6";"";"";"";"";
"15.03.2013 09:00";"6.1";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"15.03.2013 06:00";"4.1";"";"";"";"80";"";"";"";"";"";" ";"";"";"3.5";"";"";"";"";"";"";"";"0.9";"Осадков нет";"12";"";"1.0";"";"";
"15.03.2013 00:00";"3.9";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"Осадков нет";"6";"";"";"";"";
"14.03.2013 21:00";"5.3";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"14.03.2013 18:00";"5.8";"";"";"";"44";"";"";"";"";"";" ";"";"";"";"7.4";"";"";"";"";"";"";"-5.5";"Осадков нет";"12";"";"";"";"";
"14.03.2013 15:00";"6.2";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.4";"";"";"";"";"";"";
"14.03.2013 12:00";"5.8";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"Осадков нет";"6";"";"";"";"";
"14.03.2013 09:00";"1.9";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"14.03.2013 06:00";"0.0";"";"";"";"83";"";"";"";"";"";" ";"";"";"0.0";"";"";"";"";"";"";"";"-2.5";"Осадков нет";"12";"";"-3.0";"";"";
"14.03.2013 03:00";"0.7";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"14.03.2013 00:00";"1.4";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"Осадков нет";"6";"";"";"";"";
"13.03.2013 21:00";"2.4";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"13.03.2013 18:00";"2.3";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"7.4";"";"";"";"";"";"";"0.5";"0.8";"12";"";"";"";"";
"13.03.2013 15:00";"4.9";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"13.03.2013 12:00";"5.9";"";"";"";"54";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"Осадков нет";"6";"";"";"";"";
"13.03.2013 09:00";"3.4";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"13.03.2013 06:00";"1.6";"";"";"";"78";"";"";"";"";"";" ";"";"";"1.4";"";"";"";"";"";"";"";"-1.9";"Осадков нет";"12";"";"-1.0";"";"";
"13.03.2013 03:00";"2.3";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"13.03.2013 00:00";"2.8";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"Осадков нет";"6";"";"";"";"";
"12.03.2013 21:00";"2.8";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"12.03.2013 18:00";"3.3";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"4.9";"";"";"";"";"";"";"-2.9";"Осадков нет";"12";"";"";"";"";
"12.03.2013 15:00";"4.5";"";"";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"12.03.2013 12:00";"3.3";"";"";"";"44";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.9";"Осадков нет";"6";"";"";"";"";
"12.03.2013 09:00";"0.1";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"12.03.2013 06:00";"-0.7";"";"";"";"55";"";"";"";"";"";" ";"";"";"-1.5";"";"";"";"";"";"";"";"-8.8";"Осадков нет";"12";"";"-3.0";"";"";
"12.03.2013 03:00";"-1.2";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"12.03.2013 00:00";"-1.3";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"Осадков нет";"6";"";"";"";"";
"11.03.2013 21:00";"-0.9";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"11.03.2013 18:00";"-0.1";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"1.1";"";"";"";"";"";"";"-6.3";"Осадков нет";"12";"";"";"";"";
"11.03.2013 15:00";"0.8";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"11.03.2013 12:00";"0.2";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"Осадков нет";"6";"";"";"";"";
"11.03.2013 09:00";"0.4";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"11.03.2013 06:00";"0.1";"";"";"";"77";"";"";"";"";"";" ";"";"";"0.0";"";"";"";"";"";"";"";"-3.5";"Осадков нет";"12";"";"-1.0";"";"";
"11.03.2013 03:00";"0.5";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"11.03.2013 00:00";"1.4";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"Осадков нет";"6";"";"";"";"";
"10.03.2013 21:00";"1.8";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"10.03.2013 18:00";"2.4";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"4.0";"";"";"";"";"";"";"-1.7";"Осадков нет";"12";"";"";"";"";
"10.03.2013 15:00";"3.1";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"10.03.2013 12:00";"3.8";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"Осадков нет";"6";"";"";"";"";
"10.03.2013 09:00";"3.1";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"10.03.2013 06:00";"2.9";"";"";"";"84";"";"";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"2.0";"";"";
"10.03.2013 03:00";"3.0";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"10.03.2013 00:00";"3.7";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"Осадков нет";"6";"";"";"";"";
"09.03.2013 21:00";"4.8";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"09.03.2013 18:00";"6.5";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"7.5";"";"";"";"";"";"";"3.5";"Осадков нет";"12";"";"";"";"";
"09.03.2013 15:00";"7.1";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"09.03.2013 12:00";"6.8";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"Осадков нет";"6";"";"";"";"";
"09.03.2013 09:00";"6.5";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"09.03.2013 06:00";"6.1";"";"";"";"93";"";"";"";"";"";" ";"";"";"6.1";"";"";"";"";"";"";"";"5.1";"6.0";"12";"";"6.0";"";"";
"09.03.2013 03:00";"7.0";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"09.03.2013 00:00";"8.5";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"3.0";"6";"";"";"";"";
"08.03.2013 21:00";"9.2";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"08.03.2013 18:00";"9.9";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"10.3";"";"";"";"";"";"";"8.8";"8.0";"12";"";"";"";"";
"08.03.2013 15:00";"10.1";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"08.03.2013 12:00";"9.6";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"1.0";"6";"";"";"";"";
"08.03.2013 09:00";"8.6";"";"";"";"98";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"08.03.2013 06:00";"8.7";"";"";"";"97";"";"";"";"";"";" ";"";"";"8.7";"";"";"";"";"";"";"";"8.3";"1.0";"12";"";"8.0";"";"";
"08.03.2013 03:00";"9.2";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"08.03.2013 00:00";"9.5";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"Осадков нет";"6";"";"";"";"";
"07.03.2013 21:00";"9.5";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"07.03.2013 18:00";"9.1";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"10.2";"";"";"";"";"";"";"8.3";"2.0";"12";"";"";"";"";
"07.03.2013 15:00";"9.8";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"07.03.2013 12:00";"9.9";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"2.0";"6";"";"";"";"";
"07.03.2013 09:00";"8.7";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"07.03.2013 06:00";"8.1";"";"";"";"95";"";"";"";"";"";" ";"";"";"7.7";"";"";"";"";"";"";"";"7.3";"3.0";"12";"";"7.0";"";"";
"07.03.2013 03:00";"7.8";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"07.03.2013 00:00";"8.7";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"0.6";"6";"";"";"";"";
"06.03.2013 21:00";"9.4";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"06.03.2013 18:00";"12.0";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"13.8";"";"";"";"";"";"";"5.1";"Осадков нет";"12";"";"";"";"";
"06.03.2013 15:00";"13.6";"";"";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"06.03.2013 12:00";"12.1";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"Осадков нет";"6";"";"";"";"";
"06.03.2013 09:00";"9.4";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"06.03.2013 06:00";"8.6";"";"";"";"76";"";"";"";"";"";" ";"";"";"8.3";"";"";"";"";"";"";"";"4.5";"Осадков нет";"12";"";"4.0";"";"";
"06.03.2013 03:00";"8.4";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"06.03.2013 00:00";"9.5";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"Осадков нет";"6";"";"";"";"";
"05.03.2013 21:00";"9.7";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"05.03.2013 18:00";"12.9";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"16.8";"";"";"";"";"";"";"4.6";"Осадков нет";"12";"";"";"";"";
"05.03.2013 15:00";"16.3";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.03.2013 12:00";"13.7";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"Осадков нет";"6";"";"";"";"";
"05.03.2013 09:00";"5.2";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"05.03.2013 06:00";"2.5";"";"";"";"95";"";"";"";"";"";" ";"";"";"2.1";"";"";"";"";"";"";"";"1.8";"Осадков нет";"12";"";"-2.0";"";"";
"05.03.2013 03:00";"3.9";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"05.03.2013 00:00";"3.5";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"Осадков нет";"6";"";"";"";"";
"04.03.2013 21:00";"4.5";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"04.03.2013 18:00";"5.9";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"9.8";"";"";"";"";"";"";"0.5";"Осадков нет";"12";"";"";"";"";
"04.03.2013 15:00";"9.3";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"04.03.2013 12:00";"7.2";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"Осадков нет";"6";"";"";"";"";
"04.03.2013 09:00";"3.5";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"04.03.2013 06:00";"2.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"-1.0";"";"";
"04.03.2013 03:00";"3.3";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"04.03.2013 00:00";"3.6";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"Осадков нет";"6";"";"";"";"";
"03.03.2013 21:00";"4.7";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"03.03.2013 18:00";"5.9";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"9.3";"";"";"";"";"";"";"2.1";"Осадков нет";"12";"";"";"";"";
"03.03.2013 15:00";"8.3";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"03.03.2013 12:00";"7.6";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"Осадков нет";"6";"";"";"";"";
"03.03.2013 09:00";"3.7";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"03.03.2013 06:00";"0.3";"";"";"";"96";"";"";"";"";"";" ";"";"";"-1.0";"";"";"";"";"";"";"";"-0.3";"Осадков нет";"12";"";"-6.0";"";"";
"03.03.2013 03:00";"-0.5";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"03.03.2013 00:00";"1.2";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"Осадков нет";"6";"";"";"";"";
"02.03.2013 21:00";"3.1";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"02.03.2013 18:00";"4.1";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"5.9";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"02.03.2013 15:00";"5.0";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"02.03.2013 12:00";"4.0";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"Осадков нет";"6";"";"";"";"";
"02.03.2013 09:00";"3.1";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"02.03.2013 06:00";"3.1";"";"";"";"73";"";"";"";"";"";" ";"";"";"3.1";"";"";"";"";"";"";"";"-1.4";"Осадков нет";"12";"";"3.0";"";"";
"02.03.2013 03:00";"3.5";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"02.03.2013 00:00";"4.0";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"Осадков нет";"6";"";"";"";"";
"01.03.2013 21:00";"4.9";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"01.03.2013 18:00";"6.3";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"7.2";"";"";"";"";"";"";"-1.2";"0.4";"12";"";"";"";"";
"01.03.2013 15:00";"6.4";"";"";"";"60";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"01.03.2013 12:00";"6.1";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"0.4";"6";"";"";"";"";
"01.03.2013 09:00";"5.4";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"01.03.2013 06:00";"3.8";"";"";"";"93";"";"";"";"";"";" ";"";"";"2.8";"";"";"";"";"";"";"";"2.8";"Осадков нет";"12";"";"0.0";"";"";
"01.03.2013 03:00";"3.5";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"01.03.2013 00:00";"3.0";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"Осадков нет";"6";"";"";"";"";
"28.02.2013 21:00";"4.5";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"28.02.2013 18:00";"5.8";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"8.4";"";"";"";"";"";"";"2.4";"Осадков нет";"12";"";"";"";"";
"28.02.2013 15:00";"8.0";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"28.02.2013 12:00";"6.3";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"Осадков нет";"6";"";"";"";"";
"28.02.2013 09:00";"3.9";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"28.02.2013 06:00";"2.9";"";"";"";"80";"";"";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"-0.2";"Осадков нет";"12";"";"1.0";"";"";
"28.02.2013 03:00";"2.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"28.02.2013 00:00";"3.3";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"Осадков нет";"6";"";"";"";"";
"27.02.2013 21:00";"4.1";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"27.02.2013 18:00";"5.7";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"7.0";"";"";"";"";"";"";"0.2";"Осадков нет";"12";"";"";"";"";
"27.02.2013 15:00";"6.5";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"27.02.2013 12:00";"3.9";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"Осадков нет";"6";"";"";"";"";
"27.02.2013 09:00";"2.7";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"27.02.2013 06:00";"2.8";"";"";"";"91";"";"";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"1.4";"Осадков нет";"12";"";"2.0";"";"";
"27.02.2013 03:00";"3.2";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"27.02.2013 00:00";"4.0";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"Осадков нет";"6";"";"";"";"";
"26.02.2013 21:00";"4.9";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"26.02.2013 18:00";"5.4";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"5.4";"";"";"";"";"";"";"2.7";"0.2";"12";"";"";"";"";
"26.02.2013 15:00";"5.0";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"26.02.2013 12:00";"4.5";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"Осадков нет";"6";"";"";"";"";
"26.02.2013 09:00";"4.2";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"26.02.2013 06:00";"3.5";"";"";"";"94";"";"";"";"";"";" ";"";"";"3.0";"";"";"";"";"";"";"";"2.6";"0.2";"12";"";"2.0";"";"";
"26.02.2013 03:00";"3.4";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"26.02.2013 00:00";"3.5";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"Осадков нет";"6";"";"";"";"";
"25.02.2013 21:00";"4.3";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"25.02.2013 18:00";"4.6";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"4.9";"";"";"";"";"";"";"1.2";"Осадков нет";"12";"";"";"";"";
"25.02.2013 15:00";"4.7";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"25.02.2013 12:00";"4.1";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"Осадков нет";"6";"";"";"";"";
"25.02.2013 09:00";"3.5";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"25.02.2013 06:00";"2.6";"";"";"";"85";"";"";"";"";"";" ";"";"";"1.8";"";"";"";"";"";"";"";"0.3";"Осадков нет";"12";"";"-1.0";"";"";
"25.02.2013 03:00";"2.0";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"25.02.2013 00:00";"2.4";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"Осадков нет";"6";"";"";"";"";
"24.02.2013 21:00";"2.2";"";"";"";"65";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"24.02.2013 18:00";"2.3";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"2.9";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"";"";"";
"24.02.2013 15:00";"2.7";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"24.02.2013 12:00";"2.2";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"Осадков нет";"6";"";"";"";"";
"24.02.2013 09:00";"1.5";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"24.02.2013 06:00";"1.1";"";"";"";"73";"";"";"";"";"";" ";"";"";"1.1";"";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"0.0";"";"";
"24.02.2013 03:00";"1.4";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"24.02.2013 00:00";"1.5";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"Осадков нет";"6";"";"";"";"";
"23.02.2013 21:00";"2.1";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"23.02.2013 18:00";"1.8";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"3.0";"";"";"";"";"";"";"-4.8";"Осадков нет";"12";"";"";"";"";
"23.02.2013 15:00";"2.0";"";"";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"23.02.2013 12:00";"1.7";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"Осадков нет";"6";"";"";"";"";
"23.02.2013 09:00";"0.9";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"23.02.2013 06:00";"0.7";"";"";"";"73";"";"";"";"";"";" ";"";"";"0.4";"";"";"";"";"";"";"";"-3.7";"Осадков нет";"12";"";"0.0";"";"";
"23.02.2013 03:00";"0.7";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"";"";"";"";"";"";
"23.02.2013 00:00";"1.3";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.2";"Осадков нет";"6";"";"";"";"";
