# Метеостанция Овруч, Украина, WMO_ID=33213, выборка с 01.01.2019 по 30.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=33213&lang=ru
#
"Местное время в Овруче";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.04.2019 18:00";"15.0";"";"";"";"39";"Ветер, дующий с севера";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2019 15:00";"15.1";"744.0";"";"";"41";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.04.2019 12:00";"10.7";"745.0";"";"";"61";"";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.04.2019 09:00";"4.3";"744.0";"";"";"86";"";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.04.2019 06:00";"5.6";"";"";"";"88";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2019 03:00";"10.0";"";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"10.04.2019 00:00";"10.4";"";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"09.04.2019 21:00";"12.2";"";"";"";"88";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"14.5";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"09.04.2019 18:00";"13.2";"";"";"";"78";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2019 15:00";"13.4";"741.0";"";"";"75";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.04.2019 12:00";"13.3";"741.0";"";"";"70";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.04.2019 09:00";"9.8";"";"";"";"87";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"7.7";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"09.04.2019 06:00";"9.0";"741.0";"";"";"84";"";"0";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.04.2019 03:00";"9.0";"";"";"";"81";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"09.04.2019 00:00";"11.8";"";"";"";"76";"Ветер, дующий с юга";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2019 21:00";"16.6";"741.0";"";"";"37";"";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.04.2019 18:00";"20.6";"740.0";"";"";"49";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.04.2019 15:00";"20.2";"741.0";"";"";"23";"";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.04.2019 12:00";"16.2";"";"";"";"40";"Ветер, дующий с востока";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2019 09:00";"7.0";"";"";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"4.0";"";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"08.04.2019 06:00";"4.3";"";"";"";"95";"Штиль, безветрие";"0";"";"";"60%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"08.04.2019 03:00";"5.7";"743.0";"";"";"94";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.04.2019 00:00";"9.1";"";"";"";"81";"Ветер, дующий с юго-запада";"1";"";"";"40%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2019 21:00";"10.7";"";"";"";"59";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"17.5";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"07.04.2019 18:00";"16.4";"742.1";"757.0";"";"35";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"1.0";"";"";"";"";"";"";
"07.04.2019 15:00";"16.7";"743.0";"";"";"41";"";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.04.2019 12:00";"15.0";"744.0";"";"";"23";"";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.04.2019 09:00";"6.9";"746.0";"";"";"49";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.04.2019 06:00";"6.1";"";"";"";"47";"Ветер, дующий с востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2019 03:00";"7.2";"";"";"";"52";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"07.04.2019 00:00";"8.4";"";"";"";"39";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2019 21:00";"10.6";"";"";"";"36";"Ветер, дующий с юго-востока";"1";"";"";"60%.";" ";"";"";"";"15.6";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"06.04.2019 18:00";"14.7";"";"";"";"27";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2019 15:00";"14.9";"";"";"";"21";"Ветер, дующий с юго-востока";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"06.04.2019 12:00";"12.8";"750.0";"";"";"26";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.04.2019 09:00";"3.6";"";"";"";"57";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"1.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"06.04.2019 06:00";"1.5";"750.0";"";"";"58";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.04.2019 03:00";"2.5";"";"";"";"56";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"06.04.2019 00:00";"5.7";"";"";"";"42";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2019 21:00";"9.5";"";"";"";"43";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"14.6";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"05.04.2019 18:00";"13.9";"747.0";"";"";"24";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.04.2019 15:00";"13.8";"748.0";"";"";"24";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.04.2019 12:00";"11.0";"749.0";"";"";"29";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.04.2019 09:00";"3.6";"";"";"";"37";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-1.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"05.04.2019 06:00";"-1.1";"";"";"";"60";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2019 03:00";"0.3";"";"";"";"55";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"05.04.2019 00:00";"3.3";"";"";"";"48";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2019 21:00";"8.2";"748.0";"";"";"32";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.04.2019 18:00";"12.0";"748.0";"";"";"17";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.04.2019 15:00";"12.3";"";"";"";"21";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.04.2019 12:00";"10.1";"";"";"";"28";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2019 09:00";"1.5";"";"";"";"51";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-3.0";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.04.2019 06:00";"-2.4";"";"";"";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2019 03:00";"-0.5";"";"";"";"61";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.04.2019 00:00";"1.2";"";"";"";"56";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2019 21:00";"7.1";"";"";"";"33";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"11.4";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"03.04.2019 18:00";"11.0";"";"";"";"23";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2019 15:00";"10.8";"753.0";"";"";"21";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.04.2019 12:00";"8.4";"755.0";"";"";"25";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.04.2019 09:00";"3.0";"";"";"";"46";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-3.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"03.04.2019 06:00";"-2.3";"";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2019 03:00";"-1.4";"";"";"";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"03.04.2019 00:00";"0.6";"";"";"";"54";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2019 21:00";"5.8";"755.0";"";"";"41";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.04.2019 18:00";"9.8";"755.0";"";"";"26";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.04.2019 15:00";"9.4";"";"";"";"24";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"02.04.2019 12:00";"7.6";"";"";"";"23";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2019 09:00";"1.4";"758.0";"";"";"59";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.04.2019 06:00";"-2.1";"757.0";"";"";"70";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.04.2019 03:00";"-1.1";"";"";"";"68";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"02.04.2019 00:00";"1.8";"";"";"";"48";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2019 21:00";"4.1";"755.0";"";"";"44";"";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.04.2019 18:00";"9.0";"753.0";"";"";"27";"";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.04.2019 15:00";"10.4";"753.0";"";"";"17";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.04.2019 12:00";"8.2";"753.0";"";"";"39";"";"2";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.04.2019 09:00";"3.9";"752.0";"";"";"62";"";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.04.2019 06:00";"3.5";"";"";"";"71";"Ветер, дующий с северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2019 03:00";"7.8";"";"";"";"67";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"01.04.2019 00:00";"7.7";"";"";"";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.03.2019 21:00";"10.4";"";"";"";"65";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"19.8";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"31.03.2019 18:00";"18.6";"745.0";"";"";"36";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.03.2019 15:00";"18.2";"";"";"";"31";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"31.03.2019 12:00";"13.5";"";"";"";"56";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.03.2019 09:00";"4.5";"";"";"";"86";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"1.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"31.03.2019 07:00";"1.3";"749.0";"";"";"94";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.03.2019 06:00";"1.3";"";"";"";"94";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.03.2019 02:00";"3.3";"750.0";"";"";"86";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.03.2019 23:00";"5.8";"";"";"";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.03.2019 22:00";"5.8";"750.0";"";"";"79";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.03.2019 20:00";"8.9";"750.0";"";"";"71";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.03.2019 17:00";"15.8";"750.0";"";"";"44";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.03.2019 14:00";"15.6";"";"";"";"46";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"30.03.2019 11:00";"11.8";"";"";"";"60";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.03.2019 08:00";"7.1";"751.0";"";"";"81";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.03.2019 05:00";"5.5";"751.0";"";"";"89";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.03.2019 02:00";"7.1";"";"";"";"84";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"29.03.2019 23:00";"7.8";"751.0";"";"";"80";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.03.2019 20:00";"8.8";"";"";"";"73";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"12.8";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"29.03.2019 17:00";"12.2";"";"";"";"52";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2019 14:00";"10.5";"";"";"";"47";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"29.03.2019 11:00";"6.5";"755.0";"";"";"62";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.03.2019 08:00";"1.1";"756.0";"";"";"87";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.03.2019 05:00";"0.5";"";"";"";"88";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2019 02:00";"0.2";"";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"28.03.2019 23:00";"0.3";"757.0";"";"";"82";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.03.2019 20:00";"2.5";"757.0";"";"";"72";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.03.2019 17:00";"5.9";"";"";"";"45";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2019 14:00";"6.1";"756.0";"";"";"42";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.03.2019 11:00";"3.3";"756.0";"";"";"61";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.03.2019 08:00";"-0.7";"";"";"";"88";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"-3.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"28.03.2019 05:00";"-1.8";"";"";"";"86";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2019 02:00";"-2.9";"755.0";"";"";"84";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.03.2019 23:00";"-1.9";"754.0";"";"";"73";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.03.2019 20:00";"0.4";"753.0";"";"";"61";"";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.03.2019 17:00";"4.9";"750.6";"766.3";"";"51";"Ветер, дующий с северо-северо-запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.6";"";"";"";"";"";"";
"27.03.2019 14:00";"3.6";"";"";"";"85";"Ветер, дующий с северо-запада";"3";"";"";"90  или более, но не 100%";"Ливневый град, или дождь и град. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2019 11:00";"1.5";"748.0";"";"";"94";"";"3";"";"";"";"Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.03.2019 08:00";"0.4";"745.0";"";"";"92";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.03.2019 05:00";"-0.1";"743.0";"";"";"98";"";"2";"";"";"";"Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.03.2019 02:00";"0.5";"";"";"";"96";"Ветер, дующий с юга";"2";"";"";"100%.";"Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.03.2019 23:00";"2.5";"743.0";"";"";"64";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.03.2019 20:00";"3.3";"744.0";"";"";"58";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.03.2019 17:00";"7.2";"";"";"";"37";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
